Date,SPY,QQQ,IWM,TLT,GLD,SLV,EURUSD=X
2023-01-03,366.069091796875,259.7959289550781,166.9897918701172,90.17121124267578,171.05999755859375,22.049999237060547,1.0677714347839355
2023-01-04,368.8951721191406,261.0335998535156,169.06996154785156,91.40657043457031,172.6699981689453,21.889999389648438,1.0546854734420776
2023-01-05,364.6848449707031,256.94720458984375,167.25941467285156,91.7886962890625,170.52000427246094,21.389999389648438,1.0606365203857422
2023-01-06,373.0478210449219,264.03936767578125,171.0152587890625,93.4773178100586,173.7100067138672,21.920000076293945,1.0522217750549316
2023-01-09,372.83636474609375,265.74853515625,171.30416870117188,93.97501373291016,174.10000610351562,21.739999771118164,1.0656323432922363
2023-01-10,375.45098876953125,267.998046875,173.8369598388672,92.4197006225586,174.74000549316406,21.729999542236328,1.073318362236023
2023-01-11,380.1997375488281,272.6344299316406,176.00376892089844,93.92169952392578,174.6199951171875,21.549999237060547,1.0738946199417114
2023-01-12,381.5838928222656,274.10784912109375,178.9602813720703,95.77027130126953,176.63999938964844,21.8799991607666,1.0766000747680664
2023-01-13,383.06427001953125,275.9938049316406,180.13516235351562,94.87263488769531,178.75999450683594,22.329999923706055,1.0860239267349243
2023-01-17,382.3624572753906,276.55377197265625,179.9136962890625,94.25941467285156,177.58999633789062,22.010000228881836,1.0830129384994507
2023-01-18,376.3257141113281,272.95855712890625,177.0053253173828,96.54344940185547,177.0800018310547,21.56999969482422,1.0793308019638062
2023-01-19,373.58612060546875,270.27691650390625,175.31036376953125,95.93911743164062,179.88999938964844,21.959999084472656,1.0797853469848633
2023-01-20,380.54571533203125,277.6735534667969,178.199462890625,94.38382720947266,179.2899932861328,22.020000457763672,1.083388328552246
2023-01-23,385.1116943359375,283.84234619140625,180.40480041503906,93.939453125,179.6300048828125,21.579999923706055,1.086507797241211
2023-01-24,384.6983642578125,283.2628173828125,180.01962280273438,95.29034423828125,180.27999877929688,21.760000228881836,1.0874292850494385
2023-01-25,384.84259033203125,282.6341247558594,180.52037048339844,95.52142333984375,181.11000061035156,21.969999313354492,1.088814616203308
2023-01-26,389.0721435546875,288.1448059082031,181.58934020996094,95.0770492553711,179.47000122070312,21.989999771118164,1.0922038555145264
2023-01-27,389.9661560058594,291.0130920410156,182.57162475585938,94.83708190917969,179.22000122070312,21.68000030517578,1.0894432067871094
2023-01-30,385.0732727050781,285.129150390625,180.0292205810547,94.4904556274414,178.75999450683594,21.65999984741211,1.0871455669403076
2023-01-31,390.73516845703125,289.402099609375,184.40138244628906,95.24591827392578,179.41000366210938,21.829999923706055,1.0850694179534912
2023-02-01,394.88775634765625,295.5906066894531,187.30014038085938,96.39086151123047,181.6699981689453,22.079999923706055,1.0860947370529175
2023-02-02,400.63616943359375,306.19927978515625,190.98854064941406,96.51558685302734,177.89999389648438,21.56999969482422,1.1012852191925049
2023-02-03,396.3778076171875,300.75738525390625,189.7077178955078,95.0721664428711,173.4600067138672,20.56999969482422,1.0905125141143799
2023-02-06,393.955322265625,298.2132568359375,186.9630584716797,94.36822509765625,173.82000732421875,20.479999542236328,1.079086184501648
2023-02-07,399.10772705078125,304.391845703125,188.349853515625,93.61087036132812,173.97999572753906,20.3799991607666,1.0730764865875244
2023-02-08,394.74359130859375,298.9794006347656,185.59556579589844,94.05638122558594,174.41000366210938,20.479999542236328,1.0729728937149048
2023-02-09,391.321533203125,296.33709716796875,182.90870666503906,93.16537475585938,173.02999877929688,20.18000030517578,1.0715816020965576
2023-02-10,392.2347717285156,294.39215087890625,183.27464294433594,92.12287902832031,173.36000061035156,20.239999771118164,1.0742292404174805
2023-02-13,396.83917236328125,299.1071472167969,185.48001098632812,92.8980484008789,172.47999572753906,20.200000762939453,1.0677714347839355
2023-02-14,396.65655517578125,301.3172302246094,185.39332580566406,92.68421173095703,172.61000061035156,20.1200008392334,1.0730419158935547
2023-02-15,397.94464111328125,303.6256408691406,187.271240234375,91.81990814208984,170.88999938964844,19.889999389648438,1.0735719203948975
2023-02-16,392.46539306640625,297.9283752441406,185.48001098632812,90.51901245117188,170.75,19.84000015258789,1.0691757202148438
2023-02-17,391.48492431640625,295.8262023925781,185.9904327392578,91.22291564941406,171.25999450683594,20.010000228881836,1.0665756464004517
2023-02-21,383.63140869140625,288.8225402832031,180.50111389160156,89.44978332519531,170.6199951171875,20.06999969482422,1.068261981010437
2023-02-22,383.1026916503906,289.03863525390625,180.9922637939453,90.26953887939453,169.66000366210938,19.75,1.065200924873352
2023-02-23,385.1405334472656,291.5630798339844,182.28274536132812,91.15164947509766,169.57000732421875,19.6299991607666,1.0605803728103638
2023-02-24,381.0263671875,286.68115234375,180.57815551757812,89.96659851074219,168.35000610351562,19.09000015258789,1.0598047971725464
2023-02-27,382.3241271972656,288.73419189453125,181.2137451171875,90.21607208251953,169.00999450683594,18.93000030517578,1.0554758310317993
2023-02-28,380.9109802246094,288.3608703613281,181.22340393066406,90.62594604492188,169.77999877929688,19.219999313354492,1.0611205101013184
2023-03-01,379.44989013671875,286.0426330566406,181.4545135498047,89.65235137939453,170.75999450683594,19.290000915527344,1.0577309131622314
2023-03-02,382.40093994140625,288.40997314453125,181.8878936767578,88.85739135742188,170.66000366210938,19.239999771118164,1.066894292831421
